ActualLandingTime,Airline,AircraftType,RunwayNumber,StandNumber,Date,AWNDmean,PRCPmean,TAVGmean,WDF5mean,WSF2max,WSF5max,WT01max,WT02max,WT03max,WT08max,IceRoad,WetDay,ShipmentWeightCat,NbPlanesLast10Mn,Hour,WeekDay,ParkingArea,StandRank,TaxiTime,LogTaxiTime
2019-01-17 22:17:00,CAR1,B757/2-WL,0.0,129,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,7.0,22,3,20919.9,1,5.0,1.791759469228055
2019-01-17 22:22:00,CAR1,MD90/3,9.0,96,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,5.0,22,3,16450.3,0,5.0,1.791759469228055
2019-01-17 22:22:00,CAR4,CRJ/2,0.0,124,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,6.0,22,3,6031.2,3,12.0,2.5649493574615367
2019-01-17 22:24:00,CAR1,B737/9-WL,0.0,47,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,4.0,22,3,16223.1,2,5.0,1.791759469228055
2019-01-17 22:25:00,CAR4,CRJ/9,9.0,79,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,4.0,22,3,9688.3,3,7.0,2.0794415416798357
2019-01-17 22:26:00,CAR3,CRJ/2,0.0,149,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,5.0,22,3,6031.2,2,6.0,1.9459101490553132
2019-01-17 22:27:00,CAR1,A321/2,9.0,46,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,5.0,22,3,16337.8,0,6.0,1.9459101490553132
2019-01-17 22:27:00,CAR3,CRJ/2,0.0,150,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,6.0,22,3,6031.2,2,8.000000000000002,2.1972245773362196
2019-01-17 22:29:00,CAR1,A321/2,9.0,76,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,7.0,22,3,16337.8,0,7.0,2.0794415416798357
2019-01-17 22:30:00,CAR1,B757/2-WL,0.0,19,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,8.0,22,3,20919.9,2,6.0,1.9459101490553132
2019-01-17 22:32:00,CAR1,MD88,9.0,66,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,7.0,22,3,15739.7,1,7.0,2.0794415416798357
2019-01-17 22:36:00,CAR1,B737/9-WL,0.0,21,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,6.0,22,3,16223.1,2,7.0,2.0794415416798357
2019-01-17 22:40:00,CAR1,B737/9-WL,0.0,83,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,3.0,22,3,16223.1,2,6.0,1.9459101490553132
2019-01-17 22:42:00,CAR1,B737/9-WL,8.0,138,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,4.0,22,3,16223.1,3,11.0,2.4849066497880004
2019-01-17 22:43:00,CAR1,A321/2,0.0,140,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,5.0,22,3,16337.8,1,5.0,1.791759469228055
2019-01-17 22:46:00,CAR1,B757/2-WL,8.0,8,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,4.0,22,3,20919.9,1,8.000000000000002,2.1972245773362196
2019-01-17 22:48:00,CAR1,MD90/3,0.0,84,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,5.0,22,3,16450.3,0,10.0,2.3978952727983707
2019-01-17 22:50:00,CAR1,MD88,9.0,115,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,5.0,22,3,15739.7,0,6.0,1.9459101490553132
2019-01-17 22:50:00,CAR1,MD88,0.0,87,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,6.0,22,3,15739.7,1,8.000000000000002,2.1972245773362196
2019-01-17 22:51:00,CAR1,B737/9-WL,8.0,91,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,7.0,22,3,16223.1,1,9.0,2.302585092994046
2019-01-17 22:54:00,CAR1,B737/9-WL,0.0,51,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,7.0,22,3,16223.1,1,6.0,1.9459101490553132
2019-01-17 22:55:00,CAR1,B757/2-WL,9.0,60,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,8.0,22,3,20919.9,0,6.0,1.9459101490553132
2019-01-17 22:56:00,CAR1,B757/3-WL,9.0,89,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,9.0,22,3,24064.1,2,7.0,2.0794415416798357
2019-01-17 22:58:00,CAR3,CRJ/2,8.0,152,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,9.0,22,3,6031.2,3,11.0,2.4849066497880004
2019-01-17 22:58:00,CAR4,CRJ/2,9.0,103,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,22,3,6031.2,3,7.0,2.0794415416798357
2019-01-17 22:59:00,CAR4,CRJ/2,0.0,2,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,22,3,6031.2,2,8.000000000000002,2.1972245773362196
2019-01-17 23:00:00,CAR4,CRJ/2,8.0,109,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,9.0,23,3,6031.2,2,13.0,2.6390573296152584
2019-01-17 23:01:00,CAR1,B717/2,8.0,1,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,9.0,23,3,11573.3,1,11.0,2.4849066497880004
2019-01-17 23:02:00,CAR1,B737/9-WL,0.0,24,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,23,3,16223.1,1,8.000000000000002,2.1972245773362196
2019-01-17 23:02:00,CAR1,B757/2-WL,9.0,50,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,20919.9,1,12.0,2.5649493574615367
2019-01-17 23:04:00,CAR1,B757/3-WL,8.0,55,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,10.0,23,3,24064.1,1,11.0,2.4849066497880004
2019-01-17 23:04:00,CAR1,MD88,0.0,93,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,15739.7,0,9.0,2.302585092994046
2019-01-17 23:05:00,CAR4,CRJ/9,9.0,44,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,11.0,23,3,9688.3,1,7.0,2.0794415416798357
2019-01-17 23:06:00,CAR1,B717/2,0.0,63,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,11573.3,1,7.0,2.0794415416798357
2019-01-17 23:07:00,CAR1,B737/9-WL,8.0,97,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,16223.1,3,16.000000000000004,2.833213344056216
2019-01-17 23:08:00,CAR1,B757/2-WL,9.0,11,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,20919.9,1,6.0,1.9459101490553132
2019-01-17 23:08:00,CAR1,MD88,0.0,85,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,13.0,23,3,15739.7,0,9.0,2.302585092994046
2019-01-17 23:09:00,CAR3,CRJ/2,8.0,99,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,13.0,23,3,6031.2,3,17.000000000000004,2.890371757896165
2019-01-17 23:10:00,CAR1,B737/9-WL,9.0,56,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,16223.1,0,6.0,1.9459101490553132
2019-01-17 23:10:00,CAR1,MD88,0.0,98,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,14.0,23,3,15739.7,0,8.000000000000002,2.1972245773362196
2019-01-17 23:11:00,CAR1,A321/2,9.0,33,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,14.0,23,3,16337.8,2,6.0,1.9459101490553132
2019-01-17 23:11:00,CAR1,B757/2-WL,8.0,48,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,15.0,23,3,20919.9,1,14.0,2.70805020110221
2019-01-17 23:13:00,CAR1,A320/2,9.0,133,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,14.0,23,3,13791.4,3,10.0,2.3978952727983707
2019-01-17 23:15:00,CAR1,B717/2,9.0,126,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,13.0,23,3,11573.3,3,10.0,2.3978952727983707
2019-01-17 23:15:00,CAR1,B737/9-WL,8.0,9,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,14.0,23,3,16223.1,1,16.000000000000004,2.833213344056216
2019-01-17 23:17:00,CAR1,B737/9-WL,8.0,38,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,16223.1,0,16.000000000000004,2.833213344056216
2019-01-17 23:18:00,CAR3,CRJ/7,8.0,61,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,8127.5,3,23.0,3.1780538303479458
2019-01-17 23:18:00,CAR1,B717/2,9.0,69,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,11573.3,1,6.0,1.9459101490553132
2019-01-17 23:19:00,CAR1,MD88,0.0,65,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,12.0,23,3,15739.7,0,13.0,2.6390573296152584
2019-01-17 23:20:00,CAR1,MD90/3,8.0,32,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,16450.3,1,18.0,2.9444389791664403
2019-01-17 23:20:00,CAR1,B757/2-WL,9.0,31,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,12.0,23,3,20919.9,2,7.0,2.0794415416798357
2019-01-17 23:22:00,CAR1,A350/9,9.0,131,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,11.0,23,3,46553.2,3,16.000000000000004,2.833213344056216
2019-01-17 23:22:00,CAR1,MD90/3,8.0,101,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,16450.3,0,17.000000000000004,2.890371757896165
2019-01-17 23:23:00,CAR1,B717/2,8.0,114,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,11573.3,2,16.000000000000004,2.833213344056216
2019-01-17 23:24:00,CAR1,A321/2,8.0,37,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,16337.8,0,19.0,2.995732273553991
2019-01-17 23:24:00,CAR1,A321/2,0.0,117,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,16337.8,1,9.0,2.302585092994046
2019-01-17 23:25:00,CAR1,MD90/3,9.0,13,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,16450.3,0,7.0,2.0794415416798357
2019-01-17 23:26:00,CAR1,MD90/3,8.0,78,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,16450.3,0,19.0,2.995732273553991
2019-01-17 23:27:00,CAR1,B737/9-WL,8.0,59,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,16223.1,1,20.0,3.044522437723423
2019-01-17 23:28:00,CAR4,CRJ/9,9.0,121,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,9688.3,2,8.000000000000002,2.1972245773362196
2019-01-17 23:29:00,CAR1,MD88,9.0,6,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,15739.7,2,9.0,2.302585092994046
2019-01-17 23:29:00,CAR1,MD88,8.0,62,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,12.0,23,3,15739.7,0,22.0,3.1354942159291497
2019-01-17 23:31:00,CAR1,MD88,0.0,136,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,15739.7,0,10.0,2.3978952727983707
2019-01-17 23:31:00,CAR1,B757/2-WL,8.0,125,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,20919.9,3,21.0,3.091042453358316
2019-01-17 23:31:00,CAR1,MD88,9.0,70,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,13.0,23,3,15739.7,0,5.0,1.791759469228055
2019-01-17 23:32:00,CAR1,B737/9-WL,8.0,155,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,16223.1,1,19.0,2.995732273553991
2019-01-17 23:32:00,CAR4,CRJ/9,9.0,67,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,9688.3,2,10.0,2.3978952727983707
2019-01-17 23:34:00,CAR1,B717/2,8.0,90,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,11573.3,1,23.0,3.1780538303479458
2019-01-17 23:34:00,CAR3,CRJ/7,9.0,72,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,12.0,23,3,8127.5,2,7.0,2.0794415416798357
2019-01-17 23:35:00,CAR1,A320/2,9.0,82,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,13791.4,2,10.0,2.3978952727983707
2019-01-17 23:35:00,CAR1,MD88,0.0,111,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,13.0,23,3,15739.7,0,11.0,2.4849066497880004
2019-01-17 23:37:00,CAR1,MD88,8.0,95,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,12.0,23,3,15739.7,2,20.0,3.044522437723423
2019-01-17 23:37:00,CAR1,B757/2-WL,0.0,7,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,20919.9,1,8.000000000000002,2.1972245773362196
2019-01-17 23:37:00,CAR1,B737/7-WL,9.0,113,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,14.0,23,3,12955.0,3,12.0,2.5649493574615367
2019-01-17 23:38:00,CAR3,CRJ/2,9.0,71,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,15.0,23,3,6031.2,2,8.000000000000002,2.1972245773362196
2019-01-17 23:40:00,CAR1,B737/9-WL,8.0,139,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,14.0,23,3,16223.1,2,19.0,2.995732273553991
2019-01-17 23:40:00,CAR1,MD88,0.0,54,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,15.0,23,3,15739.7,0,7.0,2.0794415416798357
2019-01-17 23:42:00,CAR1,B757/2-WL,9.0,17,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,20919.9,1,7.0,2.0794415416798357
2019-01-17 23:42:00,CAR1,MD90/3,8.0,45,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,16450.3,0,18.0,2.9444389791664403
2019-01-17 23:43:00,CAR1,A321/2,9.0,20,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,16337.8,2,7.0,2.0794415416798357
2019-01-17 23:43:00,CAR1,A320/2,8.0,57,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,14.0,23,3,13791.4,2,24.0,3.2188758248682006
2019-01-17 23:45:00,CAR4,CRJ/2,8.0,119,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,6031.2,0,28.0,3.367295829986474
2019-01-17 23:45:00,CAR1,A321/2,0.0,26,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,16337.8,0,8.000000000000002,2.1972245773362196
2019-01-17 23:46:00,CAR1,MD90/3,9.0,142,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,13.0,23,3,16450.3,0,6.0,1.9459101490553132
2019-01-17 23:47:00,CAR1,MD88,8.0,106,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,15739.7,1,8.000000000000002,2.1972245773362196
2019-01-17 23:47:00,CAR1,MD88,9.0,80,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,12.0,23,3,15739.7,0,5.0,1.791759469228055
2019-01-17 23:48:00,CAR1,B757/2-WL,8.0,140,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,20919.9,1,26.0,3.295836866004329
2019-01-17 23:49:00,CAR1,MD88,9.0,39,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,15739.7,0,6.0,1.9459101490553132
2019-01-17 23:49:00,CAR1,B757/2-WL,0.0,41,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,13.0,23,3,20919.9,1,14.0,2.70805020110221
2019-01-17 23:52:00,CAR1,MD88,8.0,96,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,11.0,23,3,15739.7,0,11.0,2.4849066497880004
2019-01-17 23:52:00,CAR1,B717/2,0.0,110,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,11573.3,0,11.0,2.4849066497880004
2019-01-17 23:54:00,CAR3,CRJ/7,9.0,52,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,8127.5,2,7.0,2.0794415416798357
2019-01-17 23:54:00,CAR1,B737/9-WL,8.0,12,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,16223.1,1,18.0,2.9444389791664403
2019-01-17 23:55:00,CAR3,CRJ/2,0.0,79,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,6031.2,3,15.0,2.772588722239781
2019-01-17 23:55:00,CAR1,MD88,9.0,92,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,15739.7,0,5.0,1.791759469228055
2019-01-17 23:56:00,CAR1,B717/2,8.0,86,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,12.0,23,3,11573.3,1,18.0,2.9444389791664403
2019-01-17 23:57:00,CAR3,CRJ/2,9.0,150,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,S,11.0,23,3,6031.2,2,8.000000000000002,2.1972245773362196
2019-01-17 23:57:00,CAR4,CRJ/9,8.0,21,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,12.0,23,3,9688.3,2,17.000000000000004,2.890371757896165
2019-01-17 23:57:00,CAR1,A321/2,0.0,28,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,M,13.0,23,3,16337.8,0,16.000000000000004,2.833213344056216
2019-01-17 23:59:00,CAR1,MD88,0.0,76,2019-01-17 00:00:00,2.61,0.043000000000000003,42.0,223.33333333333334,8.9,13.0,1.0,0.0,1.0,1.0,1.0,1.0,L,10.0,23,3,15739.7,0,14.0,2.70805020110221
2019-01-18 00:01:00,CAR4,CRJ/9,9.0,42,2019-01-18 00:00:00,2.1633333333333336,0.12307692307692307,50.0,230.0,8.1,10.1,1.0,1.0,0.0,1.0,0.0,1.0,M,11.0,0,4,9688.3,1,10.0,2.3978952727983707
2019-01-18 00:02:00,CAR1,A320/2,9.0,141,2019-01-18 00:00:00,2.1633333333333336,0.12307692307692307,50.0,230.0,8.1,10.1,1.0,1.0,0.0,1.0,0.0,1.0,M,11.0,0,4,13791.4,3,7.0,2.0794415416798357
2019-01-18 00:03:00,CAR1,MD90/3,8.0,68,2019-01-18 00:00:00,2.1633333333333336,0.12307692307692307,50.0,230.0,8.1,10.1,1.0,1.0,0.0,1.0,0.0,1.0,L,12.0,0,4,16450.3,0,13.0,2.6390573296152584
2019-01-18 00:03:00,CAR3,CRJ/2,0.0,5,2019-01-18 00:00:00,2.1633333333333336,0.12307692307692307,50.0,230.0,8.1,10.1,1.0,1.0,0.0,1.0,0.0,1.0,S,13.0,0,4,6031.2,1,12.0,2.5649493574615367
2019-01-18 00:04:00,CAR3,CRJ/2,8.0,25,2019-01-18 00:00:00,2.1633333333333336,0.12307692307692307,50.0,230.0,8.1,10.1,1.0,1.0,0.0,1.0,0.0,1.0,S,12.0,0,4,6031.2,3,13.0,2.6390573296152584
